player_name,matches_played,innings_bowled,overs_bowled,maidens_earned,runs_conceded,wickets_taken,best_innings_bowling,bowling_average,economy_rate,bowling_strike_rate,four_wkts_in_an_inns,five_wkts_in_an_inns,catches_taken,stumpings_made
VR Aaron,6.0,6,20.0,0,163,7,2/3,23.28,8.15,17.1,0,0,0.0,0.0
KJ Abbott,5.0,5,16.0,0,177,2,1/38,88.50,11.06,48.0,0,0,0.0,0.0
YA Abdulla,11.0,11,34.5,1,307,15,4/31,20.46,8.81,13.9,2,0,0.0,0.0
L Ablish,3.0,3,7.0,0,75,3,2/17,25.00,10.71,14.0,0,0,0.0,0.0
AD Nath,1.0,-,-,-,-,-,-,-,-,-,-,-,1.0,0.0
MA Agarwal,11.0,-,-,-,-,-,-,-,-,-,-,-,2.0,0.0
HM Amla,16.0,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0
Anureet Singh,17.0,17,59.4,0,534,15,3/23,35.60,8.94,23.8,0,0,4.0,0.0
R Ashwin,14.0,14,50.4,0,410,10,2/18,41.00,8.09,30.4,0,0,5.0,0.0
P Awana,33.0,33,124.3,2,1029,39,4/34,26.38,8.26,19.1,1,0,4.0,0.0
Azhar Mahmood,22.0,22,86.3,0,659,29,3/20,22.72,7.61,17.8,0,0,8.0,0.0
GJ Bailey,30.0,-,-,-,-,-,-,-,-,-,-,-,9.0,0.0
L Balaji,9.0,9,34.0,0,299,12,4/13,24.91,8.79,17.0,1,0,0.0,0.0
AB Barath,3.0,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0
F Behardien,3.0,-,-,-,-,-,-,-,-,-,-,-,1.0,0.0
BA Bhatt,17.0,15,49.2,0,397,12,4/22,33.08,8.04,24.6,1,0,1.0,0.0
Bipul Sharma,15.0,12,33.4,0,272,8,2/32,34.00,8.07,25.2,0,0,4.0,0.0
MS Bisla,10.0,-,-,-,-,-,-,-,-,-,-,-,4.0,0.0
RS Bopara,15.0,7,14.2,0,132,5,3/31,26.40,9.20,17.2,0,0,5.0,0.0
RR Bose,1.0,1,2.0,0,24,0,-,-,12.00,-,0,0,0.0,0.0
KC Cariappa,9.0,9,32.0,0,286,7,2/16,40.85,8.93,27.4,0,0,3.0,0.0
PP Chawla,87.0,87,297.2,2,2237,84,4/17,26.63,7.52,21.2,1,0,22.0,0.0
SD Chitnis,7.0,-,-,-,-,-,-,-,-,-,-,-,1.0,0.0
P Dharmani,1.0,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0
R Dhawan,20.0,20,66.2,0,531,16,2/14,33.18,8.00,24.8,0,0,3.0,0.0
P Dogra,3.0,-,-,-,-,-,-,-,-,-,-,-,1.0,0.0
JP Faulkner,2.0,2,8.0,0,72,3,2/41,24.00,9.00,16.0,0,0,1.0,0.0
AJ Finch,10.0,-,-,-,-,-,-,-,-,-,-,-,4.0,0.0
Gagandeep Singh,4.0,4,14.0,0,141,3,1/33,47.00,10.07,28.0,0,0,0.0,0.0
CH Gayle,11.0,-,-,-,-,-,-,-,-,-,-,-,2.0,0.0
AC Gilchrist,34.0,1,0.1,0,0,1,1/0,0.00,0.00,1.0,0,0,26.0,3.0
K Goel,22.0,6,11.0,0,93,0,-,-,8.45,-,0,0,9.0,0.0
MS Gony,8.0,8,28.0,0,256,7,2/24,36.57,9.14,24.0,0,0,0.0,0.0
MJ Guptill,7.0,-,-,-,-,-,-,-,-,-,-,-,6.0,0.0
Gurkeerat Singh,30.0,6,13.0,0,97,5,2/15,19.40,7.46,15.6,0,0,13.0,1.0
Harmeet Singh,10.0,10,33.4,0,278,12,3/24,23.16,8.25,16.8,0,0,2.0,0.0
RJ Harris,21.0,21,77.0,1,584,25,4/34,23.36,7.58,18.4,1,0,10.0,0.0
BE Hendricks,7.0,7,25.0,0,235,9,3/36,26.11,9.40,16.6,0,0,3.0,0.0
MJ Henry,2.0,2,5.0,0,71,1,1/31,71.00,14.20,30.0,0,0,0.0,0.0
JR Hopes,11.0,11,28.0,0,276,7,2/2,39.42,9.85,24.0,0,0,3.0,0.0
DJ Hussey,36.0,12,23.0,0,192,4,2/2,48.00,8.34,34.5,0,0,14.0,0.0
DPMD Jayawardene,36.0,-,-,-,-,-,-,-,-,-,-,-,16.0,0.0
MG Johnson,26.0,26,100.2,1,886,28,2/19,31.64,8.83,21.5,0,0,5.0,0.0
M Kaif,4.0,-,-,-,-,-,-,-,-,-,-,-,2.0,0.0
Karanveer Singh,9.0,9,34.0,0,321,12,4/54,26.75,9.44,17.0,1,0,2.0,0.0
KD Karthik,14.0,-,-,-,-,-,-,-,-,-,-,-,7.0,0.0
M Kartik,2.0,2,8.0,0,91,1,1/51,91.00,11.37,48.0,0,0,1.0,0.0
SM Katich,11.0,-,-,-,-,-,-,-,-,-,-,-,2.0,0.0
U Kaul,5.0,-,-,-,-,-,-,-,-,-,-,-,2.0,0.0
T Kohli,2.0,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0
P Kumar,44.0,44,165.2,10,1152,31,2/10,37.16,6.96,32.0,0,0,4.0,0.0
B Lee,13.0,13,50.3,1,372,9,3/15,41.33,7.36,33.6,0,0,6.0,0.0
R McLaren,6.0,6,18.0,0,178,5,2/33,35.60,9.88,21.6,0,0,2.0,0.0
VS Malik,9.0,9,21.1,0,173,3,1/12,57.66,8.17,42.3,0,0,1.0,0.0
Mandeep Singh,41.0,-,-,-,-,-,-,-,-,-,-,-,13.0,0.0
SE Marsh,71.0,-,-,-,-,-,-,-,-,-,-,-,26.0,0.0
AD Mascarenhas,5.0,5,20.0,0,130,7,5/25,18.57,6.50,17.1,0,1,2.0,0.0
GJ Maxwell,52.0,29,49.0,0,434,10,2/15,43.40,8.85,29.4,0,0,21.0,0.0
DA Miller,69.0,-,-,-,-,-,-,-,-,-,-,-,42.0,0.0
EJG Morgan,4.0,-,-,-,-,-,-,-,-,-,-,-,3.0,0.0
WA Mota,12.0,7,12.0,0,97,4,1/6,24.25,8.08,18.0,0,0,5.0,0.0
Mujeeb Ur Rahman,11.0,11,41.2,0,289,14,3/27,20.64,6.99,17.7,0,0,1.0,0.0
NS Naik,2.0,-,-,-,-,-,-,-,-,-,-,-,2.0,0.0
KK Nair,13.0,-,-,-,-,-,-,-,-,-,-,-,9.0,0.0
T Natarajan,6.0,6,12.4,0,115,2,1/26,57.50,9.07,38.0,0,0,0.0,0.0
AM Nayar,14.0,7,11.1,0,111,2,1/22,55.50,9.94,33.5,0,0,2.0,0.0
MG Neser,1.0,1,4.0,0,62,0,-,-,15.50,-,0,0,0.0,0.0
AR Patel,68.0,67,234.3,2,1765,61,4/21,28.93,7.52,23.0,1,0,25.0,0.0
IK Pathan,42.0,42,149.4,3,1166,47,3/24,24.80,7.79,19.1,0,0,12.0,0.0
NLTC Perera,2.0,2,6.0,0,55,1,1/33,55.00,9.16,36.0,0,0,0.0,0.0
LA Pomersbach,12.0,-,-,-,-,-,-,-,-,-,-,-,2.0,0.0
RR Powar,22.0,21,59.0,0,415,11,2/11,37.72,7.03,32.1,0,0,5.0,0.0
CA Pujara,6.0,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0
KL Rahul,14.0,-,-,-,-,-,-,-,-,-,-,-,10.0,1.0
AS Rajpoot,8.0,8,26.1,1,223,11,5/14,20.27,8.52,14.2,0,1,2.0,0.0
NJ Rimmington,1.0,1,3.0,0,19,0,-,-,6.33,-,0,0,0.0,0.0
WP Saha,57.0,-,-,-,-,-,-,-,-,-,-,-,36.0,12.0
P Sahu,5.0,5,17.3,0,146,3,2/18,48.66,8.34,35.0,0,0,0.0,0.0
N Saini,10.0,-,-,-,-,-,-,-,-,-,-,-,11.0,2.0
Sandeep Sharma,56.0,56,204.1,8,1587,71,4/20,22.35,7.77,17.2,2,0,8.0,0.0
KC Sangakkara,37.0,-,-,-,-,-,-,-,-,-,-,-,16.0,7.0
RR Sarwan,4.0,-,-,-,-,-,-,-,-,-,-,-,1.0,0.0
R Sathish,9.0,3,4.0,0,51,0,-,-,12.75,-,0,0,0.0,0.0
V Sehwag,25.0,-,-,-,-,-,-,-,-,-,-,-,5.0,0.0
I Sharma,6.0,6,18.0,0,179,0,-,-,9.94,-,0,0,0.0,0.0
MM Sharma,37.0,37,123.5,0,1139,33,3/23,34.51,9.19,22.5,0,0,8.0,0.0
Shivam Sharma,5.0,5,19.0,0,165,4,2/26,41.25,8.68,28.5,0,0,1.0,0.0
VRV Singh,19.0,18,60.0,0,542,12,3/29,45.16,9.03,30.0,0,0,3.0,0.0
RS Sodhi,3.0,-,-,-,-,-,-,-,-,-,-,-,2.0,0.0
S Sohal,11.0,-,-,-,-,-,-,-,-,-,-,-,2.0,0.0
BB Sran,6.0,6,22.0,0,229,4,2/50,57.25,10.40,33.0,0,0,2.0,0.0
S Sreesanth,28.0,28,93.1,0,825,28,3/29,29.46,8.85,19.9,0,0,2.0,0.0
SJ Srivastava,14.0,14,47.0,0,441,14,2/20,31.50,9.38,20.1,0,0,3.0,0.0
TM Srivastava,7.0,-,-,-,-,-,-,-,-,-,-,-,2.0,0.0
MP Stoinis,19.0,18,44.3,0,424,13,4/15,32.61,9.52,20.5,1,0,5.0,0.0
Sunny Singh,6.0,-,-,-,-,-,-,-,-,-,-,-,1.0,0.0
Swapnil Singh,5.0,5,10.0,0,90,1,1/14,90.00,9.00,60.0,0,0,1.0,0.0
R Tewatia,3.0,3,9.0,0,49,3,2/18,16.33,5.44,18.0,0,0,0.0,0.0
SN Thakur,1.0,1,3.0,0,38,1,1/38,38.00,12.66,18.0,0,0,0.0,0.0
J Theron,7.0,7,24.0,0,187,6,2/17,31.16,7.79,24.0,0,0,1.0,0.0
MK Tiwary,5.0,1,1.0,0,10,0,-,-,10.00,-,0,0,4.0,0.0
AJ Tye,14.0,14,56.0,0,448,24,4/16,18.66,8.00,14.0,3,0,5.0,0.0
PC Valthaty,21.0,10,25.1,0,205,7,4/29,29.28,8.14,21.5,1,0,3.0,0.0
M Vijay,25.0,3,5.0,0,36,0,-,-,7.20,-,0,0,6.0,0.0
M Vohra,45.0,-,-,-,-,-,-,-,-,-,-,-,13.0,0.0
Yuvraj Singh,51.0,27,54.0,0,400,14,3/13,28.57,7.40,23.1,0,0,15.0,0.0
S Ladda,5.0,5,15.0,0,143,4,2/44,35.75,9.53,22.5,0,0,0.0,0.0
AR Bawne,1.0,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0
VR Aaron,12.0,11,43.0,0,353,10,2/19,35.30,8.20,25.8,0,0,1.0,0.0
Abhishek Sharma,3.0,-,-,-,-,-,-,-,-,-,-,-,1.0,0.0
AB Agarkar,15.0,15,51.2,0,457,11,2/23,41.54,8.90,28.0,0,0,3.0,0.0
MA Agarwal,21.0,-,-,-,-,-,-,-,-,-,-,-,4.0,0.0
CJ Anderson,11.0,8,18.5,0,186,3,1/23,62.00,9.87,37.6,0,0,5.0,0.0
Avesh Khan,6.0,6,19.0,0,204,4,2/29,51.00,10.73,28.5,0,0,3.0,0.0
R Bhatia,22.0,21,59.4,0,461,19,4/15,24.26,7.72,18.8,1,0,6.0,0.0
SW Billings,11.0,-,-,-,-,-,-,-,-,-,-,-,7.0,0.0
TR Birt,5.0,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0
J Botha,6.0,6,16.4,0,109,5,2/11,21.80,6.54,20.0,0,0,5.0,0.0
TA Boult,14.0,14,52.4,1,466,18,2/20,25.88,8.84,17.5,0,0,9.0,0.0
DAJ Bracewell,1.0,1,4.0,0,32,3,3/32,10.66,8.00,8.0,0,0,1.0,0.0
CR Brathwaite,10.0,10,29.1,0,256,8,3/47,32.00,8.77,21.8,0,0,3.0,0.0
UBT Chand,13.0,-,-,-,-,-,-,-,-,-,-,-,5.0,0.0
B Chipli,1.0,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0
DT Christian,4.0,4,11.5,0,101,4,2/35,25.25,8.53,17.7,0,0,0.0,0.0
PD Collingwood,8.0,6,14.5,0,101,5,2/19,20.20,6.80,17.8,0,0,4.0,0.0
NM Coulter-Nile,17.0,16,61.3,1,462,20,4/20,23.10,7.51,18.4,1,0,5.0,0.0
PJ Cummins,12.0,12,46.1,0,373,15,2/20,24.86,8.07,18.4,0,0,1.0,0.0
CJ Dala,1.0,1,3.0,0,34,0,-,-,11.33,-,0,0,0.0,0.0
Q de Kock,23.0,-,-,-,-,-,-,-,-,-,-,-,4.0,2.0
AB de Villiers,28.0,-,-,-,-,-,-,-,-,-,-,-,22.0,0.0
S Dhawan,14.0,-,-,-,-,-,-,-,-,-,-,-,8.0,0.0
TM Dilshan,27.0,13,25.1,0,171,4,1/3,42.75,6.79,37.7,0,0,13.0,0.0
AB Dinda,6.0,5,17.0,0,152,5,2/42,30.40,8.94,20.4,0,0,0.0,0.0
JP Duminy,38.0,25,57.0,0,421,13,4/17,32.38,7.38,26.3,1,0,13.0,0.0
AJ Finch,8.0,1,2.0,0,13,0,-,-,6.50,-,0,0,4.0,0.0
G Gambhir,46.0,-,-,-,-,-,-,-,-,-,-,-,8.0,0.0
CM Gautam,4.0,-,-,-,-,-,-,-,-,-,-,-,0.0,1.0
B Geeves,2.0,2,8.0,0,91,1,1/50,91.00,11.37,48.0,0,0,3.0,0.0
Sunny Gupta,1.0,1,3.0,0,47,0,-,-,15.66,-,0,0,0.0,0.0
MC Henriques,1.0,1,4.0,0,35,1,1/35,35.00,8.75,24.0,0,0,1.0,0.0
JR Hopes,10.0,9,32.0,0,272,7,1/25,38.85,8.50,27.4,0,0,3.0,0.0
Imran Tahir,20.0,20,72.2,0,623,29,4/28,21.48,8.61,14.9,1,0,3.0,0.0
CA Ingram,3.0,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0
SS Iyer,46.0,-,-,-,-,-,-,-,-,-,-,-,14.0,0.0
KM Jadhav,41.0,-,-,-,-,-,-,-,-,-,-,-,13.0,4.0
DPMD Jayawardene,31.0,-,-,-,-,-,-,-,-,-,-,-,10.0,0.0
MC Juneja,7.0,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0
KD Karthik,56.0,-,-,-,-,-,-,-,-,-,-,-,31.0,15.0
S Kaul,11.0,11,34.5,2,296,6,2/27,49.33,8.49,34.8,0,0,1.0,0.0
Z Khan,30.0,30,108.0,2,806,27,3/20,29.85,7.46,24.0,0,0,4.0,0.0
S Lamichhane,3.0,3,12.0,0,82,5,3/36,16.40,6.83,14.4,0,0,0.0,0.0
AB McDonald,6.0,6,19.0,0,183,5,2/37,36.60,9.63,22.8,0,0,0.0,0.0
GD McGrath,14.0,14,54.0,2,357,12,4/29,29.75,6.61,27.0,1,0,2.0,0.0
MF Maharoof,20.0,20,70.0,0,520,27,3/34,19.25,7.42,15.5,0,0,4.0,0.0
VY Mahesh,13.0,13,47.1,0,418,18,4/36,23.22,8.86,15.7,1,0,5.0,0.0
M Manhas,20.0,-,-,-,-,-,-,-,-,-,-,-,8.0,0.0
AD Mathews,14.0,12,35.0,0,302,7,2/15,43.14,8.62,30.0,0,0,7.0,0.0
GJ Maxwell,14.0,12,19.0,0,154,6,2/22,25.66,8.10,19.0,0,0,4.0,0.0
BMAJ Mendis,3.0,2,5.0,0,36,1,1/16,36.00,7.20,30.0,0,0,2.0,0.0
A Mishra,81.0,81,277.0,3,2056,86,5/17,23.90,7.42,19.3,1,1,14.0,0.0
Mohammad Asif,8.0,8,32.0,0,296,8,2/19,37.00,9.25,24.0,0,0,1.0,0.0
Mohammed Shami,32.0,32,109.0,0,1000,20,2/34,50.00,9.17,32.7,0,0,3.0,0.0
JA Morkel,4.0,4,12.0,0,109,3,2/21,36.33,9.08,24.0,0,0,1.0,0.0
M Morkel,37.0,37,146.0,1,1113,45,4/20,24.73,7.62,19.4,1,0,2.0,0.0
CH Morris,25.0,25,89.0,0,691,28,4/26,24.67,7.76,19.0,1,0,15.0,0.0
C Munro,5.0,-,-,-,-,-,-,-,-,-,-,-,2.0,0.0
DJ Muthuswami,6.0,6,14.0,0,101,4,2/18,25.25,7.21,21.0,0,0,0.0,0.0
S Nadeem,61.0,59,200.5,2,1480,40,3/16,37.00,7.36,30.1,0,0,14.0,0.0
Y Nagar,26.0,8,11.0,0,125,4,2/20,31.25,11.36,16.5,0,0,6.0,0.0
KK Nair,28.0,-,-,-,-,-,-,-,-,-,-,-,5.0,0.0
DP Nannes,22.0,22,83.4,0,596,22,3/27,27.09,7.12,22.8,0,0,5.0,0.0
JDS Neesham,4.0,4,9.0,0,91,1,1/29,91.00,10.11,54.0,0,0,0.0,0.0
P Negi,17.0,12,35.0,0,264,8,4/18,33.00,7.54,26.2,1,0,4.0,0.0
A Nehra,27.0,27,101.0,1,758,36,3/26,21.05,7.50,16.8,0,0,6.0,0.0
NV Ojha,35.0,-,-,-,-,-,-,-,-,-,-,-,23.0,2.0
RR Pant,38.0,-,-,-,-,-,-,-,-,-,-,-,15.0,5.0
WD Parnell,8.0,8,30.1,0,223,6,2/21,37.16,7.39,30.1,0,0,2.0,0.0
HV Patel,5.0,5,17.3,0,167,7,3/28,23.85,9.54,15.0,0,0,0.0,0.0
IK Pathan,46.0,45,157.1,7,1191,29,3/28,41.06,7.57,32.5,0,0,16.0,0.0
KP Pietersen,19.0,3,6.0,0,53,0,-,-,8.83,-,0,0,5.0,0.0
LE Plunkett,7.0,7,25.0,0,225,4,3/17,56.25,9.00,37.5,0,0,2.0,0.0
K Rabada,6.0,6,21.2,0,188,6,2/20,31.33,8.81,21.3,0,0,0.0,0.0
BJ Rohrer,8.0,1,1.0,0,12,0,-,-,12.00,-,0,0,3.0,0.0
JJ Roy,5.0,-,-,-,-,-,-,-,-,-,-,-,4.0,0.0
AD Russell,7.0,7,23.0,0,229,1,1/51,229.00,9.95,138.0,0,0,1.0,0.0
AM Salvi,7.0,7,25.0,0,200,7,2/19,28.57,8.00,21.4,0,0,2.0,0.0
SV Samson,28.0,-,-,-,-,-,-,-,-,-,-,-,7.0,1.0
MN Samuels,5.0,2,3.0,0,34,0,-,-,11.33,-,0,0,1.0,0.0
GS Sandhu,3.0,2,8.0,0,82,1,1/33,82.00,10.25,48.0,0,0,0.0,0.0
PJ Sangwan,28.0,28,101.4,1,833,29,3/18,28.72,8.19,21.0,0,0,5.0,0.0
V Sehwag,79.0,15,22.4,0,235,6,2/18,39.16,10.36,22.6,0,0,29.0,0.0
V Shankar,13.0,4,5.0,0,58,1,1/22,58.00,11.60,30.0,0,0,6.0,0.0
R Sharma,2.0,2,6.0,0,65,1,1/33,65.00,10.83,36.0,0,0,0.0,0.0
PP Shaw,9.0,-,-,-,-,-,-,-,-,-,-,-,4.0,0.0
Shoaib Malik,7.0,5,8.3,0,85,2,1/6,42.50,10.00,25.5,0,0,5.0,0.0
LR Shukla,5.0,5,9.2,0,83,1,1/31,83.00,8.89,56.0,0,0,1.0,0.0
R Shukla,3.0,3,9.0,0,98,2,1/13,49.00,10.88,27.0,0,0,1.0,0.0
S Sriram,1.0,1,1.0,0,25,0,-,-,25.00,-,0,0,0.0,0.0
AP Tare,3.0,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0
LRPL Taylor,16.0,-,-,-,-,-,-,-,-,-,-,-,5.0,0.0
R Tewatia,8.0,8,22.0,0,173,6,3/18,28.83,7.86,22.0,0,0,2.0,0.0
MK Tiwary,24.0,2,3.0,0,39,0,-,-,13.00,-,0,0,6.0,0.0
SS Tiwary,7.0,-,-,-,-,-,-,-,-,-,-,-,5.0,0.0
JD Unadkat,10.0,10,34.1,0,300,9,3/32,33.33,8.78,22.7,0,0,0.0,0.0
RE van der Merwe,10.0,10,35.5,1,223,10,3/20,22.30,6.22,21.5,0,0,3.0,0.0
Y Venugopal Rao,25.0,4,4.0,0,52,0,-,-,13.00,-,0,0,4.0,0.0
DL Vettori,12.0,12,42.5,0,332,11,3/15,30.18,7.75,23.3,0,0,4.0,0.0
M Vijay,11.0,1,1.0,0,13,0,-,-,13.00,-,0,0,8.0,0.0
MS Wade,3.0,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0
DA Warner,55.0,-,-,-,-,-,-,-,-,-,-,-,22.0,0.0
J Yadav,10.0,10,30.0,0,196,4,1/8,49.00,6.53,45.0,0,0,2.0,0.0
UT Yadav,47.0,46,160.5,2,1314,43,4/24,30.55,8.16,22.4,1,0,11.0,0.0
Yuvraj Singh,14.0,6,9.0,0,72,1,1/14,72.00,8.00,54.0,0,0,2.0,0.0
Anand Rajan,6.0,6,16.5,0,159,6,3/27,26.50,9.44,16.8,0,0,2.0,0.0
Anirudh Singh,5.0,-,-,-,-,-,-,-,-,-,-,-,3.0,0.0
Ankit Sharma,9.0,9,24.1,0,165,4,1/9,41.25,6.82,36.2,0,0,0.0,0.0
A Ashish Reddy,9.0,9,27.1,0,237,11,3/25,21.54,8.72,14.8,0,0,0.0,0.0
SB Bangar,11.0,9,25.0,0,219,4,2/34,54.75,8.76,37.5,0,0,2.0,0.0
AA Bilakhia,7.0,-,-,-,-,-,-,-,-,-,-,-,1.0,0.0
B Chipli,19.0,1,1.0,0,20,0,-,-,20.00,-,0,0,2.0,0.0
DT Christian,21.0,21,72.4,0,583,19,2/13,30.68,8.02,22.9,0,0,13.0,0.0
H Das,1.0,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0
KH Devdhar,1.0,-,-,-,-,-,-,-,-,-,-,-,0.0,1.0
S Dhawan,29.0,6,8.0,0,66,4,1/7,16.50,8.25,12.0,0,0,11.0,0.0
JP Duminy,19.0,14,30.0,0,247,5,1/3,49.40,8.23,36.0,0,0,8.0,0.0
FH Edwards,6.0,6,23.2,1,154,5,2/27,30.80,6.60,28.0,0,0,0.0,0.0
HH Gibbs,33.0,-,-,-,-,-,-,-,-,-,-,-,22.0,0.0
AC Gilchrist,46.0,-,-,-,-,-,-,-,-,-,-,-,25.0,13.0
MS Gony,9.0,9,33.0,0,292,7,3/31,41.71,8.84,28.2,0,0,1.0,0.0
Harmeet Singh,17.0,17,53.5,0,419,14,2/23,29.92,7.78,23.0,0,0,3.0,0.0
DJ Harris,4.0,2,3.0,0,26,0,-,-,8.66,-,0,0,2.0,0.0
RJ Harris,16.0,16,61.4,2,463,20,3/18,23.15,7.50,18.5,0,0,10.0,0.0
IR Jaggi,5.0,-,-,-,-,-,-,-,-,-,-,-,2.0,0.0
Jaskaran Singh,8.0,7,17.0,0,171,6,2/18,28.50,10.05,17.0,0,0,0.0,0.0
AA Jhunjhunwala,5.0,3,6.0,0,38,1,1/13,38.00,6.33,36.0,0,0,2.0,0.0
D Kalyankrishna,3.0,3,8.0,0,87,2,1/30,43.50,10.87,24.0,0,0,1.0,0.0
VVS Laxman,17.0,-,-,-,-,-,-,-,-,-,-,-,4.0,0.0
MJ Lumb,1.0,-,-,-,-,-,-,-,-,-,-,-,1.0,0.0
CA Lynn,1.0,-,-,-,-,-,-,-,-,-,-,-,1.0,0.0
I Malhotra,1.0,1,1.0,0,23,0,-,-,23.00,-,0,0,0.0,0.0
MR Marsh,3.0,3,10.0,0,88,2,1/19,44.00,8.80,30.0,0,0,0.0,0.0
A Mishra,28.0,28,100.2,2,735,32,4/9,22.96,7.32,18.8,1,0,3.0,0.0
MD Mishra,11.0,-,-,-,-,-,-,-,-,-,-,-,1.0,0.0
T Mishra,1.0,-,-,-,-,-,-,-,-,-,-,-,1.0,0.0
PP Ojha,54.0,53,186.1,0,1328,60,3/21,22.13,7.13,18.6,0,0,11.0,0.0
PA Patel,14.0,-,-,-,-,-,-,-,-,-,-,-,5.0,1.0
V Pratap Singh,9.0,9,34.0,0,296,10,2/31,29.60,8.70,20.4,0,0,0.0,0.0
DB Ravi Teja,30.0,2,3.0,0,28,1,1/19,28.00,9.33,18.0,0,0,11.0,0.0
PA Reddy,5.0,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0
KAJ Roach,2.0,2,8.0,0,80,0,-,-,10.00,-,0,0,1.0,0.0
BB Samantray,1.0,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0
KC Sangakkara,25.0,-,-,-,-,-,-,-,-,-,-,-,26.0,2.0
PM Sarvesh Kumar,2.0,2,5.0,0,42,1,1/18,42.00,8.40,30.0,0,0,0.0,0.0
Shahid Afridi,10.0,10,30.0,0,225,9,3/28,25.00,7.50,20.0,0,0,4.0,0.0
I Sharma,12.0,12,44.0,0,314,11,5/12,28.54,7.13,24.0,0,1,3.0,0.0
R Sharma,6.0,6,20.4,0,167,5,2/42,33.40,8.08,24.8,0,0,1.0,0.0
RG Sharma,45.0,22,46.0,0,339,14,4/6,24.21,7.36,19.7,1,0,22.0,0.0
Shoaib Ahmed,8.0,7,17.0,0,152,5,2/20,30.40,8.94,20.4,0,0,4.0,0.0
LPC Silva,3.0,1,1.0,0,21,0,-,-,21.00,-,0,0,3.0,0.0
RP Singh,42.0,42,153.0,2,1229,51,4/22,24.09,8.03,18.0,1,0,16.0,0.0
DR Smith,11.0,10,17.5,0,160,2,1/22,80.00,8.97,53.5,0,0,6.0,0.0
S Sohal,11.0,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0
DW Steyn,24.0,24,92.1,3,584,32,3/8,18.25,6.33,17.2,0,0,5.0,0.0
SB Styris,10.0,10,35.0,0,263,8,3/32,32.87,7.51,26.2,0,0,1.0,0.0
TP Sudhindra,3.0,3,11.4,0,136,1,1/46,136.00,11.65,70.0,0,0,0.0,0.0
TL Suman,26.0,7,17.0,0,132,5,2/14,26.40,7.76,20.4,0,0,5.0,0.0
B Sumanth,5.0,-,-,-,-,-,-,-,-,-,-,-,4.0,0.0
A Symonds,28.0,27,83.5,0,633,19,3/21,33.31,7.55,26.4,0,0,16.0,0.0
J Theron,2.0,2,8.0,0,66,2,2/37,33.00,8.25,24.0,0,0,0.0,0.0
WPUJC Vaas,13.0,13,47.0,2,355,18,3/21,19.72,7.55,15.6,0,0,0.0,0.0
Y Venugopal Rao,33.0,14,30.0,0,269,6,2/23,44.83,8.96,30.0,0,0,7.0,0.0
DP Vijaykumar,9.0,9,25.2,0,199,4,1/17,49.75,7.85,38.0,0,0,0.0,0.0
CL White,19.0,2,3.0,0,27,0,-,-,9.00,-,0,0,5.0,0.0
AS Yadav,8.0,-,-,-,-,-,-,-,-,-,-,-,1.0,0.0
DNT Zoysa,3.0,3,11.0,0,99,2,1/30,49.50,9.00,33.0,0,0,1.0,0.0
S Ladda,1.0,1,2.0,0,21,0,-,-,10.50,-,0,0,0.0,0.0
AD Nath,5.0,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0
SS Agarwal,1.0,1,4.0,0,42,1,1/42,42.00,10.50,24.0,0,0,1.0,0.0
Ankit Soni,7.0,6,18.1,0,144,2,1/16,72.00,7.92,54.5,0,0,1.0,0.0
Basil Thampi,12.0,12,44.4,0,424,11,3/29,38.54,9.49,24.3,0,0,2.0,0.0
DJ Bravo,15.0,15,56.0,0,494,17,4/22,29.05,8.82,19.7,1,0,6.0,0.0
ER Dwivedi,4.0,-,-,-,-,-,-,-,-,-,-,-,2.0,0.0
JP Faulkner,15.0,15,43.2,0,425,8,2/34,53.12,9.80,32.5,0,0,6.0,0.0
AJ Finch,26.0,-,-,-,-,-,-,-,-,-,-,-,8.0,0.0
MS Gony,1.0,1,2.0,0,32,0,-,-,16.00,-,0,0,0.0,0.0
Ishan Kishan,16.0,-,-,-,-,-,-,-,-,-,-,-,4.0,0.0
RA Jadeja,27.0,26,78.1,0,660,13,2/18,50.76,8.44,36.0,0,0,6.0,0.0
SB Jakati,8.0,8,25.0,0,230,2,1/13,115.00,9.20,75.0,0,0,4.0,0.0
KD Karthik,30.0,-,-,-,-,-,-,-,-,-,-,-,19.0,3.0
S Kaushik,10.0,10,34.0,0,297,6,3/20,49.50,8.73,34.0,0,0,0.0,0.0
