"batsman","bowler","P0","P1","P2","P3","P4","P6","p_not_out"
"B Chipli","S Randiv",0.166666666666667,0.333333333333333,0.166666666666667,0.333333333333333,0,0,NA
"B Chipli","S Sreesanth",1,0,0,0,0,0,NA
"B Chipli","SB Jakati",0.2,0.8,0,0,0,0,NA
"B Chipli","SK Trivedi",0.714285714285714,0.142857142857143,0,0,0.142857142857143,0,0.857142857142857
"B Chipli","SK Warne",0.5,0.5,0,0,0,0,NA
"B Chipli","SL Malinga",0.5,0.5,0,0,0,0,NA
"B Chipli","TM Dilshan",0.166666666666667,0.666666666666667,0,0,0,0.166666666666667,NA
"B Chipli","UT Yadav",0,1,0,0,0,0,NA
"B Chipli","WD Parnell",0.363636363636364,0.363636363636364,0.0909090909090909,0,0.0909090909090909,0.0909090909090909,NA
"B Chipli","YK Pathan",0.5,0.3,0,0,0.1,0.1,NA
"B Chipli","Yuvraj Singh",0.333333333333333,0.666666666666667,0,0,0,0,NA
"B Chipli","Z Khan",0,0.444444444444444,0.111111111111111,0,0.444444444444444,0,NA
"B Kumar","A Mishra",1,0,0,0,0,0,0
"B Kumar","A Zampa",0.5,0.5,0,0,0,0,0.5
"B Kumar","AB Dinda",0.4,0.2,0,0,0.2,0.2,NA
"B Kumar","AD Russell",1,0,0,0,0,0,NA
"B Kumar","AN Ahmed",0.5,0,0.5,0,0,0,0.5
"B Kumar","AS Rajpoot",1,0,0,0,0,0,0
"B Kumar","Azhar Mahmood",0.5,0.333333333333333,0,0,0.166666666666667,0,0.833333333333333
"B Kumar","CH Morris",0.2,0.6,0.2,0,0,0,NA
"B Kumar","DE Bollinger",0.5,0.5,0,0,0,0,NA
"B Kumar","DJ Bravo",0.588235294117647,0.294117647058824,0.117647058823529,0,0,0,NA
"B Kumar","DW Steyn",1,0,0,0,0,0,0
"B Kumar","HV Patel",0.5,0.5,0,0,0,0,NA
"B Kumar","J Botha",0,1,0,0,0,0,NA
"B Kumar","JD Unadkat",1,0,0,0,0,0,0
"B Kumar","JJ Bumrah",0,0.666666666666667,0.333333333333333,0,0,0,NA
"B Kumar","JO Holder",0.25,0.5,0,0,0.25,0,NA
"B Kumar","JP Faulkner",1,0,0,0,0,0,NA
"B Kumar","KA Pollard",0.666666666666667,0.333333333333333,0,0,0,0,NA
"B Kumar","L Balaji",0.4,0.6,0,0,0,0,0.8
"B Kumar","M de Lange",0.25,0.25,0,0,0.5,0,NA
"B Kumar","M Kartik",0,1,0,0,0,0,NA
"B Kumar","M Morkel",1,0,0,0,0,0,0
"B Kumar","M Muralitharan",0.5,0.5,0,0,0,0,0.5
"B Kumar","MG Johnson",0.666666666666667,0.333333333333333,0,0,0,0,NA
"B Kumar","MJ McClenaghan",1,0,0,0,0,0,0
"B Kumar","MM Patel",0,0.333333333333333,0.333333333333333,0,0.333333333333333,0,NA
"B Kumar","MS Gony",0.25,0.25,0.25,0,0.25,0,NA
"B Kumar","NLTC Perera",0.166666666666667,0.166666666666667,0.333333333333333,0,0.333333333333333,0,0.833333333333333
"B Kumar","NM Coulter-Nile",0.2,0.4,0.2,0,0.2,0,NA
"B Kumar","PP Ojha",0.666666666666667,0.333333333333333,0,0,0,0,0.666666666666667
"B Kumar","R Dhawan",0.5,0.25,0.25,0,0,0,0.75
"B Kumar","R Rampaul",0.8,0.2,0,0,0,0,NA
"B Kumar","R Vinay Kumar",0.5,0.125,0.125,0,0.25,0,NA
"B Kumar","RA Jadeja",0.5,0.25,0,0,0.125,0.125,NA
"B Kumar","RJ Harris",0.666666666666667,0.333333333333333,0,0,0,0,NA
"B Kumar","RP Singh",0.8,0.2,0,0,0,0,0.6
"B Kumar","SL Malinga",0.375,0.5,0.125,0,0,0,NA
"B Kumar","SP Narine",0.666666666666667,0.222222222222222,0.111111111111111,0,0,0,NA
"B Kumar","SR Watson",0,1,0,0,0,0,NA
"B Kumar","STR Binny",0.333333333333333,0.666666666666667,0,0,0,0,NA
"B Kumar","SW Tait",1,0,0,0,0,0,0
"B Kumar","UT Yadav",0,0.333333333333333,0,0,0.333333333333333,0.333333333333333,NA
"B Kumar","Z Khan",0,0.5,0,0,0.5,0,NA
"B Laughlin","KA Pollard",1,0,0,0,0,0,0
"B Laughlin","MG Johnson",0,1,0,0,0,0,NA
"B Laughlin","PP Ojha",0,1,0,0,0,0,NA
"B Laughlin","SL Malinga",0.666666666666667,0.333333333333333,0,0,0,0,NA
"B Lee","A Nehra",0.2,0.2,0.2,0,0,0.4,NA
"B Lee","A Singh",0.25,0.25,0.125,0,0.125,0.25,NA
"B Lee","AB Agarkar",0.2,0.6,0,0,0.2,0,NA
"B Lee","AM Rahane",0,1,0,0,0,0,NA
"B Lee","DS Kulkarni",0.428571428571429,0.428571428571429,0,0,0,0.142857142857143,NA
"B Lee","Harbhajan Singh",0.5,0,0,0,0.5,0,NA
"B Lee","HV Patel",0.25,0.5,0,0,0,0.25,NA
"B Lee","JP Duminy",0.666666666666667,0.333333333333333,0,0,0,0,NA
"B Lee","KA Pollard",0,1,0,0,0,0,NA
"B Lee","KK Cooper",0.5,0.25,0,0,0.25,0,0.75
"B Lee","M Muralitharan",0.5,0.5,0,0,0,0,0.5
"B Lee","P Kumar",0,1,0,0,0,0,NA
"B Lee","PP Ojha",0,1,0,0,0,0,NA
"B Lee","R Ashwin",0.666666666666667,0.333333333333333,0,0,0,0,NA
"B Lee","R Vinay Kumar",1,0,0,0,0,0,NA
"B Lee","RA Jadeja",1,0,0,0,0,0,NA
"B Lee","RE van der Merwe",0.25,0.5,0,0,0,0.25,NA
"B Lee","RJ Harris",0.5,0.333333333333333,0,0,0,0.166666666666667,NA
"B Lee","RP Singh",0.571428571428571,0.285714285714286,0.142857142857143,0,0,0,NA
"B Lee","S Sreesanth",0.666666666666667,0,0,0,0.333333333333333,0,0.666666666666667
"B Lee","SE Bond",0.5,0.5,0,0,0,0,NA
"B Lee","SK Raina",0.5,0.25,0,0,0.25,0,0.75
"B Lee","SK Trivedi",1,0,0,0,0,0,0.5
"B Lee","SL Malinga",0.666666666666667,0,0,0,0.333333333333333,0,0.666666666666667
"B Lee","ST Jayasuriya",0.75,0.25,0,0,0,0,NA
"B Lee","SW Tait",0.666666666666667,0.333333333333333,0,0,0,0,NA
"B Lee","TL Suman",0.5,0.5,0,0,0,0,NA
"B Lee","UT Yadav",0,1,0,0,0,0,NA
"B Lee","VY Mahesh",0.666666666666667,0.333333333333333,0,0,0,0,NA
"B Lee","Z Khan",0.5,0.25,0.25,0,0,0,0.75
"B Sumanth","A Mishra",1,0,0,0,0,0,NA
"B Sumanth","A Nehra",0.25,0.75,0,0,0,0,NA
"B Sumanth","DE Bollinger",0.75,0.25,0,0,0,0,0.75
"B Sumanth","DP Nannes",0.5,0.5,0,0,0,0,NA
"B Sumanth","IK Pathan",0,1,0,0,0,0,NA
"B Sumanth","JH Kallis",0,1,0,0,0,0,NA
"B Sumanth","M Muralitharan",0.5,0.25,0,0,0.25,0,NA
"B Sumanth","PD Collingwood",0.333333333333333,0.666666666666667,0,0,0,0,NA
"B Sumanth","R Ashwin",0.333333333333333,0.666666666666667,0,0,0,0,NA
"B Sumanth","R Vinay Kumar",0,0.333333333333333,0.666666666666667,0,0,0,NA
"B Sumanth","SB Jakati",0.5,0.25,0.125,0,0.125,0,NA
"B Sumanth","UT Yadav",0,1,0,0,0,0,NA
"B Sumanth","VS Malik",0,0,0,0,1,0,NA
"B Sumanth","Yuvraj Singh",0,1,0,0,0,0,NA
"BA Bhatt","A Mishra",1,0,0,0,0,0,NA
"BA Bhatt","SP Narine",0.5,0,0,0,0,0.5,NA
"BA Stokes","A Mishra",0,0.666666666666667,0,0,0.333333333333333,0,NA
"BA Stokes","AF Milne",1,0,0,0,0,0,0
"BA Stokes","AJ Tye",1,0,0,0,0,0,0.5
"BA Stokes","Ankit Soni",0.4,0.5,0.1,0,0,0,NA
"BA Stokes","AR Patel",0.363636363636364,0.454545454545455,0,0,0.0909090909090909,0.0909090909090909,0.909090909090909
"BA Stokes","B Kumar",1,0,0,0,0,0,0
"BA Stokes","Basil Thampi",0.235294117647059,0.470588235294118,0.0588235294117647,0,0.117647058823529,0.117647058823529,NA
"BA Stokes","Bipul Sharma",0.181818181818182,0.272727272727273,0.272727272727273,0,0,0.272727272727273,NA
"BA Stokes","CR Woakes",0,1,0,0,0,0,NA
"BA Stokes","DR Smith",0.133333333333333,0.533333333333333,0.0666666666666667,0,0.2,0.0666666666666667,NA
"BA Stokes","HH Pandya",0.5,0,0,0,0.5,0,0.5
"BA Stokes","JJ Bumrah",0.125,0.375,0.375,0,0.125,0,NA
"BA Stokes","JP Faulkner",0.363636363636364,0.454545454545455,0,0,0.181818181818182,0,NA
"BA Stokes","KA Pollard",0.333333333333333,0.666666666666667,0,0,0,0,NA
"BA Stokes","Kuldeep Yadav",0.4,0.6,0,0,0,0,NA
"BA Stokes","MC Henriques",0.666666666666667,0.333333333333333,0,0,0,0,NA
"BA Stokes","MG Johnson",0.333333333333333,0.333333333333333,0,0,0.333333333333333,0,0.666666666666667
"BA Stokes","MJ McClenaghan",0.6,0.2,0,0,0.2,0,NA
"BA Stokes","MM Sharma",0.25,0.75,0,0,0,0,NA
"BA Stokes","MN Samuels",0.5,0.25,0,0,0,0.25,NA
"BA Stokes","Mohammed Shami",0.75,0,0,0,0,0.25,0.75
"BA Stokes","Mohammed Siraj",0,1,0,0,0,0,NA
"BA Stokes","MP Stoinis",0.111111111111111,0.555555555555556,0.111111111111111,0,0.111111111111111,0.111111111111111,NA
"BA Stokes","PJ Cummins",0.636363636363636,0.181818181818182,0.0909090909090909,0,0.0909090909090909,0,0.909090909090909
"BA Stokes","PJ Sangwan",0.333333333333333,0.333333333333333,0.166666666666667,0,0.0833333333333333,0.0833333333333333,NA
"BA Stokes","RA Jadeja",0.181818181818182,0.454545454545455,0.0909090909090909,0,0,0.272727272727273,NA
"BA Stokes","Rashid Khan",0.571428571428571,0.428571428571429,0,0,0,0,0.857142857142857
"BA Stokes","S Aravind",0,1,0,0,0,0,NA
"BA Stokes","S Kaul",0.125,0.375,0.25,0,0.25,0,NA
"BA Stokes","S Nadeem",0.666666666666667,0.166666666666667,0,0,0.166666666666667,0,NA
"BA Stokes","SK Raina",0,0.75,0,0,0.25,0,NA
"BA Stokes","SP Narine",0.333333333333333,0.444444444444444,0.111111111111111,0,0.111111111111111,0,0.888888888888889
"BA Stokes","Swapnil Singh",0,0.8,0,0,0,0.2,NA
"BA Stokes","T Natarajan",0,1,0,0,0,0,NA
"BA Stokes","TG Southee",0.166666666666667,0.5,0.166666666666667,0,0.166666666666667,0,NA
"BA Stokes","Z Khan",0,1,0,0,0,0,NA
"Basil Thampi","A Nehra",0,1,0,0,0,0,NA
"Basil Thampi","AF Milne",1,0,0,0,0,0,NA
"Basil Thampi","B Kumar",0.666666666666667,0.333333333333333,0,0,0,0,NA
"Basil Thampi","BA Stokes",0.666666666666667,0.333333333333333,0,0,0,0,NA
"Basil Thampi","BCJ Cutting",0,0.25,0.5,0,0,0.25,NA
"Basil Thampi","JD Unadkat",0.5,0.5,0,0,0,0,NA
"Basil Thampi","MJ McClenaghan",0.5,0.5,0,0,0,0,NA
"Basil Thampi","MM Sharma",1,0,0,0,0,0,NA
"Basil Thampi","Sandeep Sharma",0,0.6,0.2,0,0.2,0,NA
"Basil Thampi","T Natarajan",0.666666666666667,0.333333333333333,0,0,0,0,NA
"BAW Mendis","CH Gayle",1,0,0,0,0,0,0
"BAW Mendis","R Vinay Kumar",0,1,0,0,0,0,NA
"BAW Mendis","RP Singh",0.333333333333333,0.666666666666667,0,0,0,0,NA
"BAW Mendis","SL Malinga",1,0,0,0,0,0,0
"BB McCullum","A Kumble",0.636363636363636,0.318181818181818,0,0,0.0454545454545455,0,0.954545454545455
"BB McCullum","A Mishra",0.318181818181818,0.454545454545455,0.0909090909090909,0,0.136363636363636,0,NA
"BB McCullum","A Mithun",0,0.333333333333333,0,0,0.333333333333333,0.333333333333333,NA
"BB McCullum","A Nehra",0.633333333333333,0.2,0,0,0.133333333333333,0.0333333333333333,0.966666666666667
"BB McCullum","A Singh",0.5,0.5,0,0,0,0,0.5
"BB McCullum","AA Chavan",0.666666666666667,0.333333333333333,0,0,0,0,0.666666666666667
"BB McCullum","AA Noffke",0.230769230769231,0.461538461538462,0.0769230769230769,0,0.0769230769230769,0.153846153846154,NA
"BB McCullum","AB Dinda",0.5,0.4,0,0,0.1,0,NA
"BB McCullum","AC Thomas",1,0,0,0,0,0,0
"BB McCullum","AD Mascarenhas",0.625,0.125,0.125,0,0.125,0,0.875
"BB McCullum","AD Mathews",0.666666666666667,0.222222222222222,0,0,0.111111111111111,0,0.888888888888889
"BB McCullum","AD Russell",0.833333333333333,0.166666666666667,0,0,0,0,0.833333333333333
"BB McCullum","AF Milne",0.2,0.5,0,0,0.1,0.2,NA
"BB McCullum","AG Murtaza",0.583333333333333,0.375,0,0,0.0416666666666667,0,NA
"BB McCullum","AM Nayar",0.5,0.5,0,0,0,0,0.5
"BB McCullum","AN Ahmed",0,1,0,0,0,0,NA
"BB McCullum","Ankit Sharma",0.5,0.291666666666667,0.0416666666666667,0,0.125,0.0416666666666667,0.958333333333333
"BB McCullum","Anureet Singh",0.285714285714286,0.428571428571429,0.142857142857143,0,0,0.142857142857143,NA
"BB McCullum","AR Patel",0.487179487179487,0.384615384615385,0.0256410256410256,0,0.0769230769230769,0.0256410256410256,0.948717948717949
"BB McCullum","AS Rajpoot",0.666666666666667,0,0,0,0,0.333333333333333,NA
"BB McCullum","B Akhil",0.1,0.5,0.2,0,0,0.2,NA
"BB McCullum","B Kumar",0.536585365853659,0.365853658536585,0.0487804878048781,0,0.024390243902439,0.024390243902439,0.975609756097561
"BB McCullum","B Lee",0.666666666666667,0.133333333333333,0,0,0.133333333333333,0.0666666666666667,NA
"BB McCullum","BA Bhatt",0.75,0.25,0,0,0,0,NA
"BB McCullum","BA Stokes",0.307692307692308,0.384615384615385,0.0769230769230769,0,0.153846153846154,0.0769230769230769,NA
"BB McCullum","BB Sran",0.555555555555556,0.166666666666667,0.0555555555555556,0,0.166666666666667,0.0555555555555556,NA
"BB McCullum","BCJ Cutting",0.25,0.5,0,0,0.25,0,NA
"BB McCullum","BE Hendricks",0.5,0.25,0,0,0.25,0,0.75
"BB McCullum","Bipul Sharma",0.4375,0.4375,0.0625,0,0.0625,0,0.8125
"BB McCullum","BW Hilfenhaus",0.571428571428571,0,0.142857142857143,0,0.285714285714286,0,NA
"BB McCullum","CH Gayle",0.5,0,0,0.166666666666667,0.333333333333333,0,NA
"BB McCullum","CH Morris",0.615384615384615,0.0769230769230769,0.0769230769230769,0,0.153846153846154,0.0769230769230769,0.846153846153846
"BB McCullum","CJ Anderson",0.384615384615385,0.307692307692308,0.0769230769230769,0,0.230769230769231,0,NA
"BB McCullum","CL White",0.25,0,0,0,0.25,0.5,NA
"BB McCullum","CR Woakes",0.75,0.25,0,0,0,0,0.75
"BB McCullum","CRD Fernando",0.571428571428571,0.214285714285714,0.0714285714285714,0,0.142857142857143,0,NA
"BB McCullum","D Wiese",0.75,0,0,0,0.25,0,0.75
"BB McCullum","DE Bollinger",0.461538461538462,0.230769230769231,0.0769230769230769,0,0.230769230769231,0,NA
"BB McCullum","DJ Bravo",0.5,0.5,0,0,0,0,NA
"BB McCullum","DJ Hooda",0.5,0.5,0,0,0,0,NA
"BB McCullum","DL Vettori",0.555555555555556,0.259259259259259,0.037037037037037,0,0.148148148148148,0,0.925925925925926
"BB McCullum","DP Nannes",0.294117647058824,0.352941176470588,0,0,0.176470588235294,0.176470588235294,NA
"BB McCullum","DS Kulkarni",0.75,0.25,0,0,0,0,NA
"BB McCullum","DT Christian",0,0.666666666666667,0,0,0,0.333333333333333,NA
"BB McCullum","DW Steyn",0.5625,0.25,0.0625,0,0.0625,0.0625,0.875
"BB McCullum","FH Edwards",0.5,0.5,0,0,0,0,NA
"BB McCullum","GB Hogg",1,0,0,0,0,0,0
"BB McCullum","GJ Maxwell",0.222222222222222,0.666666666666667,0,0,0.111111111111111,0,NA
"BB McCullum","Harbhajan Singh",0.297872340425532,0.382978723404255,0.0851063829787234,0,0.170212765957447,0.0638297872340425,0.957446808510638
"BB McCullum","Harmeet Singh",0,1,0,0,0,0,NA
"BB McCullum","HV Patel",0.2,0.4,0.2,0,0.2,0,NA
"BB McCullum","I Sharma",0.4,0.2,0.0666666666666667,0,0.133333333333333,0.2,0.933333333333333
"BB McCullum","IK Pathan",0.583333333333333,0.25,0.0625,0,0.104166666666667,0,0.979166666666667
"BB McCullum","Imran Tahir",0.210526315789474,0.368421052631579,0.0526315789473684,0,0.263157894736842,0.105263157894737,NA
"BB McCullum","Iqbal Abdulla",0.272727272727273,0.727272727272727,0,0,0,0,0.909090909090909
"BB McCullum","J Suchith",0.2,0.8,0,0,0,0,NA
"BB McCullum","JA Morkel",0.451612903225806,0.0967741935483871,0.0645161290322581,0,0.258064516129032,0.129032258064516,NA
"BB McCullum","JD Ryder",0.25,0.666666666666667,0,0,0.0833333333333333,0,NA
"BB McCullum","JD Unadkat",0.5,0.3,0,0,0.2,0,0.8
"BB McCullum","JDP Oram",0.4,0.1,0.1,0,0,0.4,0.9
"BB McCullum","JH Kallis",0.469387755102041,0.285714285714286,0.0408163265306122,0,0.142857142857143,0.0612244897959184,NA
"BB McCullum","JJ Bumrah",0.52,0.16,0.04,0,0.2,0.08,0.96
"BB McCullum","JP Duminy",0.5,0.3,0,0,0.2,0,NA
"BB McCullum","JP Faulkner",0.380952380952381,0.333333333333333,0.142857142857143,0,0.142857142857143,0,0.952380952380952
"BB McCullum","K Rabada",1,0,0,0,0,0,0
"BB McCullum","KA Pollard",0.1875,0.375,0.125,0,0.25,0.0625,NA
"BB McCullum","Kamran Khan",0.75,0.25,0,0,0,0,0.75
"BB McCullum","Karanveer Singh",0.444444444444444,0.444444444444444,0.111111111111111,0,0,0,NA
"BB McCullum","KH Pandya",0.25,0.4375,0.0625,0,0.1875,0.0625,NA
"BB McCullum","KP Appanna",0.444444444444444,0.444444444444444,0,0,0.111111111111111,0,NA
"BB McCullum","KP Pietersen",1,0,0,0,0,0,0
"BB McCullum","Kuldeep Yadav",0.5,0.166666666666667,0,0,0.166666666666667,0.166666666666667,0.833333333333333
"BB McCullum","KV Sharma",0.416666666666667,0.333333333333333,0.0416666666666667,0,0.0416666666666667,0.166666666666667,0.958333333333333
"BB McCullum","KW Richardson",0.333333333333333,0.111111111111111,0,0,0.333333333333333,0.222222222222222,NA
"BB McCullum","L Balaji",0.25,0.75,0,0,0,0,NA
"BB McCullum","LH Ferguson",0.7,0.2,0,0,0,0.1,NA
"BB McCullum","LR Shukla",0.625,0.25,0,0,0.125,0,0.875
"BB McCullum","M Ashwin",0.25,0.625,0,0,0,0.125,NA
"BB McCullum","M Kartik",0.357142857142857,0.428571428571429,0.0714285714285714,0,0.142857142857143,0,NA
"BB McCullum","M Morkel",0.421052631578947,0.263157894736842,0.0263157894736842,0.0263157894736842,0.210526315789474,0.0526315789473684,0.973684210526316
"BB McCullum","M Muralitharan",0.6875,0.125,0,0,0.125,0.0625,NA
"BB McCullum","MA Starc",0.6,0,0.1,0,0.3,0,NA
"BB McCullum","MC Henriques",0.25,0.75,0,0,0,0,0.875
"BB McCullum","MG Johnson",0.48,0.16,0.12,0,0.12,0.12,NA
"BB McCullum","MJ Clarke",0.333333333333333,0.6,0,0,0.0666666666666667,0,NA
"BB McCullum","MJ McClenaghan",0.466666666666667,0.4,0,0,0.0666666666666667,0.0666666666666667,NA
"BB McCullum","MM Patel",0.466666666666667,0.4,0,0,0.133333333333333,0,NA
"BB McCullum","MM Sharma",0.571428571428571,0.285714285714286,0,0,0.142857142857143,0,0.714285714285714
"BB McCullum","Mohammed Shami",0.625,0,0.125,0,0.25,0,NA
"BB McCullum","MR Marsh",0,0.666666666666667,0,0,0.333333333333333,0,NA
"BB McCullum","MS Gony",0.428571428571429,0.142857142857143,0,0,0.285714285714286,0.142857142857143,NA
"BB McCullum","Mustafizur Rahman",0.666666666666667,0.333333333333333,0,0,0,0,NA
"BB McCullum","ND Doshi",1,0,0,0,0,0,0
"BB McCullum","NLTC Perera",0.25,0.25,0,0,0.5,0,NA
"BB McCullum","NM Coulter-Nile",0.166666666666667,0.166666666666667,0,0,0.5,0.166666666666667,0.833333333333333
"BB McCullum","P Awana",0.545454545454545,0.0909090909090909,0.0909090909090909,0,0.181818181818182,0.0909090909090909,NA
"BB McCullum","P Kumar",0.625,0.09375,0.0625,0,0.125,0.09375,0.96875
"BB McCullum","P Negi",0.538461538461538,0.269230769230769,0.0384615384615385,0,0.0384615384615385,0.115384615384615,0.961538461538462
"BB McCullum","P Suyal",0.333333333333333,0.5,0,0,0,0.166666666666667,NA
"BB McCullum","Parvez Rasool",0.6,0,0,0,0.2,0.2,NA
"BB McCullum","PJ Cummins",0.521739130434783,0,0.0434782608695652,0,0.173913043478261,0.260869565217391,NA
"BB McCullum","PJ Sangwan",0.7,0.2,0,0,0,0.1,0.9
"BB McCullum","PP Chawla",0.5,0.4,0.025,0,0.05,0.025,0.9
"BB McCullum","PP Ojha",0.333333333333333,0.5,0,0,0,0.166666666666667,0.833333333333333
"BB McCullum","PV Tambe",0.533333333333333,0.266666666666667,0,0,0.0666666666666667,0.133333333333333,0.933333333333333
"BB McCullum","R Ashwin",0.560975609756098,0.341463414634146,0.024390243902439,0.024390243902439,0.024390243902439,0.024390243902439,0.926829268292683
"BB McCullum","R Bhatia",0.269230769230769,0.538461538461538,0.115384615384615,0,0.0384615384615385,0.0384615384615385,0.961538461538462
"BB McCullum","R Dhawan",0.363636363636364,0.454545454545455,0,0,0.0909090909090909,0.0909090909090909,NA
"BB McCullum","R McLaren",0.615384615384615,0.153846153846154,0.0769230769230769,0,0.153846153846154,0,NA
"BB McCullum","R Sathish",0.384615384615385,0.307692307692308,0.153846153846154,0,0.153846153846154,0,NA
"BB McCullum","R Vinay Kumar",0.325581395348837,0.232558139534884,0.116279069767442,0,0.27906976744186,0.0465116279069767,0.976744186046512
"BB McCullum","RA Jadeja",0,0,0,0,1,0,NA
"BB McCullum","Rashid Khan",0.75,0,0.25,0,0,0,0.75
"BB McCullum","RD Chahar",1,0,0,0,0,0,0
"BB McCullum","RE van der Merwe",0.8,0,0,0,0.2,0,0.8
"BB McCullum","RJ Harris",0.5,0.25,0.125,0,0,0.125,0.9375
"BB McCullum","RP Singh",0.565217391304348,0.173913043478261,0.0434782608695652,0,0.0869565217391304,0.130434782608696,0.869565217391304
"BB McCullum","RR Powar",0.666666666666667,0.166666666666667,0.166666666666667,0,0,0,NA
"BB McCullum","RS Bopara",0.333333333333333,0.555555555555556,0,0,0.111111111111111,0,NA
"BB McCullum","S Aravind",0.541666666666667,0.375,0,0,0.0833333333333333,0,NA
"BB McCullum","S Badree",0.5,0.5,0,0,0,0,0.5
"BB McCullum","S Nadeem",0.340425531914894,0.51063829787234,0.0425531914893617,0,0.106382978723404,0,NA
"BB McCullum","S Sriram",0.222222222222222,0.333333333333333,0,0,0.333333333333333,0.111111111111111,NA
"BB McCullum","S Tyagi",0.222222222222222,0.111111111111111,0,0,0.555555555555556,0.111111111111111,NA
"BB McCullum","Sandeep Sharma",0.548387096774194,0.129032258064516,0.129032258064516,0,0.161290322580645,0.032258064516129,0.935483870967742
"BB McCullum","SB Jakati",0.366666666666667,0.466666666666667,0.1,0,0,0.0666666666666667,0.933333333333333
"BB McCullum","SB Joshi",0.181818181818182,0.454545454545455,0.181818181818182,0,0,0.181818181818182,NA
"BB McCullum","SC Ganguly",0.166666666666667,0.666666666666667,0,0,0.166666666666667,0,NA
"BB McCullum","Shakib Al Hasan",0.4,0.433333333333333,0,0,0.166666666666667,0,0.966666666666667
"BB McCullum","SJ Srivastava",0.428571428571429,0.428571428571429,0,0,0.142857142857143,0,NA
"BB McCullum","SK Raina",0.210526315789474,0.473684210526316,0.157894736842105,0,0.105263157894737,0.0526315789473684,NA
"BB McCullum","SL Malinga",0.507692307692308,0.261538461538462,0.0153846153846154,0,0.169230769230769,0.0461538461538462,0.938461538461538
"BB McCullum","SM Pollock",0.5,0.5,0,0,0,0,0.5
"BB McCullum","SN Thakur",0.461538461538462,0.384615384615385,0,0,0.153846153846154,0,0.923076923076923
"BB McCullum","SP Narine",0.423076923076923,0.269230769230769,0.153846153846154,0,0.153846153846154,0,0.923076923076923
"BB McCullum","SR Watson",0.315789473684211,0.368421052631579,0,0,0.157894736842105,0.157894736842105,NA
"BB McCullum","STR Binny",0.333333333333333,0.444444444444444,0,0,0.222222222222222,0,NA
"BB McCullum","SW Tait",0.5,0.166666666666667,0,0,0.166666666666667,0.166666666666667,NA
"BB McCullum","T Shamsi",0.4,0.4,0,0,0.2,0,0.8
"BB McCullum","TA Boult",0.428571428571429,0.142857142857143,0,0,0.380952380952381,0.0476190476190476,NA
"BB McCullum","TG Southee",0.333333333333333,0.333333333333333,0,0,0.222222222222222,0.111111111111111,NA
"BB McCullum","TM Dilshan",0.222222222222222,0.666666666666667,0,0,0.111111111111111,0,NA
"BB McCullum","UT Yadav",0.382352941176471,0.352941176470588,0.0294117647058824,0,0.176470588235294,0.0588235294117647,0.970588235294118
"BB McCullum","V Kohli",0.5,0.5,0,0,0,0,0.5
"BB McCullum","VR Aaron",0.375,0.4375,0,0,0.125,0.0625,0.9375
"BB McCullum","VS Malik",0.428571428571429,0.285714285714286,0,0,0.142857142857143,0.142857142857143,0.857142857142857
"BB McCullum","Washington Sundar",0.5,0.5,0,0,0,0,NA
"BB McCullum","WD Parnell",0.578947368421053,0.210526315789474,0.0526315789473684,0,0.105263157894737,0.0526315789473684,0.947368421052632
"BB McCullum","WPUJC Vaas",0.333333333333333,0.333333333333333,0,0,0.333333333333333,0,NA
"BB McCullum","YA Abdulla",0.6,0.3,0,0,0,0.1,NA
"BB McCullum","YK Pathan",0.6,0.4,0,0,0,0,NA
"BB McCullum","YS Chahal",0.5,0.416666666666667,0,0,0.0416666666666667,0.0416666666666667,0.875
"BB McCullum","Yuvraj Singh",0.2,0.4,0.2,0,0.2,0,NA
"BB McCullum","Z Khan",0.417910447761194,0.328358208955224,0.0746268656716418,0,0.104477611940299,0.0746268656716418,0.970149253731343
"BB Samantray","AB Dinda",1,0,0,0,0,0,NA
"BB Samantray","AD Mathews",0.285714285714286,0.428571428571429,0.142857142857143,0,0.142857142857143,0,NA
"BB Samantray","Azhar Mahmood",0.5,0.5,0,0,0,0,0.75
"BB Samantray","B Kumar",0,1,0,0,0,0,NA
"BB Samantray","Iqbal Abdulla",0,1,0,0,0,0,NA
"BB Samantray","JP Faulkner",0.666666666666667,0.25,0,0,0.0833333333333333,0,0.916666666666667
"BB Samantray","KK Cooper",0.2,0.4,0.133333333333333,0,0.2,0.0666666666666667,NA
"BB Samantray","Mohammed Shami",0,0,0,0,1,0,NA
"BB Samantray","MR Marsh",0.3,0.5,0.1,0,0.1,0,NA
"BB Samantray","MS Gony",0.25,0.5,0,0,0.25,0,NA
"BB Samantray","PP Chawla",0.5,0.5,0,0,0,0,NA
"BB Samantray","PV Tambe",0.428571428571429,0.285714285714286,0,0,0.285714285714286,0,NA
"BB Samantray","R Sharma",0.533333333333333,0.266666666666667,0.0666666666666667,0,0.0666666666666667,0.0666666666666667,0.933333333333333
"BB Samantray","RP Singh",0,1,0,0,0,0,NA
"BB Samantray","Sandeep Sharma",1,0,0,0,0,0,0
"BB Samantray","SK Trivedi",0.363636363636364,0.454545454545455,0.181818181818182,0,0,0,NA
"BB Samantray","SR Watson",0.454545454545455,0.454545454545455,0,0,0.0909090909090909,0,NA
"BB Samantray","STR Binny",0.5,0,0.25,0,0.25,0,NA
"BB Samantray","WD Parnell",0,1,0,0,0,0,NA
